method,id,question,type,source,gold_answer,predicted_answer,top_evidence,evidence_score,exact_match,retrieval_hit,score
search_agent,hotpot_q_15,The football manager who recruited David Beckham managed Manchester United during what timeframe?,multi-hop,HotpotQA,from 1986 to 2013,"The David Beckham Academy was a football school founded by England international David Beckham in 2005. In 2009 it operated in two locations: in London, United Kingdom, and in Los Angeles, California, United States. The academy pulled out of the London site at the end of the lease in October 2009, a",David Beckham Academy,0.38723056099920633,0,0,0.0
search_agent,squad_q_39,How many teams have been in the Super Bowl eight times?,one-hop,SQuAD,four,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.44278703639145967,0,1,0.5
search_agent,squad_q_16,Super Bowl 50 decided the NFL champion for what season?,one-hop,SQuAD,2015,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5384385334135288,1,1,1.0
search_agent,hotpot_q_45,Alfred Balk served as the secretary of the Committee on the Employment of Minority Groups in the News Media under which United States Vice President?,multi-hop,HotpotQA,Nelson Rockefeller,"Alfred Balk (July 24, 1930 – November 25, 2010) was an American reporter, nonfiction author and magazine editor who wrote groundbreaking articles about housing segregation, the Nation of Islam, the environment and Illinois politics. His refusal to identify a confidential source led to a landmark cou",Alfred Balk,0.44305491535323005,0,1,0.5
search_agent,squad_q_43,What were the win/loss game stats for the Denver Bronco's regular season in 2015?,one-hop,SQuAD,12–4,"The 2013–14 Vermont Catamounts men's basketball team represented the University of Vermont during the 2013–14 NCAA Division I men's basketball season. The Catamounts, led by third year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference. The",2013–14 Vermont Catamounts men's basketball team,0.19938037303361916,0,1,0.5
search_agent,squad_q_9,What was the theme of Super Bowl 50?,one-hop,SQuAD,"""golden anniversary""",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4938339505732736,0,1,0.5
search_agent,hotpot_q_34,Are Freakonomics and In the Realm of the Hackers both American documentaries?,multi-hop,HotpotQA,no,"In The Realm of the Hackers is a 2003 Australian documentary directed by Kevin Anderson about the prominent hacker community, centered in Melbourne, Australia in the late 1980s until early 1990. The storyline is centered on the Australian teenagers going by the hacker names ""Electron"" and ""Phoenix"",",In the Realm of the Hackers,0.25988723185800455,0,1,0.5
search_agent,squad_q_47,Who did Carolina beat in the NFC championship game?,one-hop,SQuAD,Arizona Cardinals,"Beat Happening/Screaming Trees is an EP and a one-off collaboration between Beat Happening (from Olympia, Washington) and Screaming Trees (from Ellensburg, Washington). Originally released on Homestead Records in 1988, it was later reissued as part of Beat Happening's box set ""Crashing Through"" in 2",Beat Happening/Screaming Trees,0.2176387233698662,0,1,0.5
search_agent,squad_q_26,Super Bowl 50 determined the NFL champion for what season?,one-hop,SQuAD,2015,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.550800707297349,1,1,1.0
search_agent,hotpot_q_19,Roger O. Egeberg was Assistant Secretary for Health and Scientific Affairs during the administration of a president that served during what years?,multi-hop,HotpotQA,1969 until 1974,"Roger Olaf Egeberg, M.D. (13 November 1902 – 13 September 1997 Washington, D.C.) was an American medical educator, administrator and advocate of public health. He was General Douglas MacArthur's personal physician during World War II in the Pacific theater. His other roles included Assistant Secreta",Roger O. Egeberg,0.5272153435701842,0,0,0.0
search_agent,hotpot_q_17,The Vermont Catamounts men's soccer team currently competes in a conference that was formerly known as what from 1988 to 1996?,multi-hop,HotpotQA,the North Atlantic Conference,The Vermont Catamounts men's soccer team represents the University of Vermont in all NCAA Division I men's college soccer competitions. The team competes in the America East Conference. The Vermont Catamounts Basketball team is the basketball team that represents the University of Vermont in Burling,Vermont Catamounts men's soccer,0.7172719939663597,0,0,0.0
search_agent,squad_q_1,Which NFL team represented the AFC at Super Bowl 50?,one-hop,SQuAD,Denver Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.48797907664806073,1,1,1.0
search_agent,hotpot_q_43,"A Japanese manga series based on a 16 year old high school student Ichitaka Seto, is written and illustrated by someone born in what year?",multi-hop,HotpotQA,1962,"I""s (アイズ , Aizu ) is a Japanese manga series written and illustrated by Masakazu Katsura. The story's main character is 16-year-old high school student Ichitaka Seto who is in love with his classmate Iori Yoshizuki, but too shy to tell her. Again and again he plans to tell her his true feelings, but",I&quot;s,0.4374927306382296,0,0,0.0
search_agent,squad_q_6,What was the theme of Super Bowl 50?,one-hop,SQuAD,"""golden anniversary""",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.4938339505732736,0,1,0.5
search_agent,squad_q_33,What year was the Carolina Panthers franchise founded?,one-hop,SQuAD,1995,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.15565067164237845,1,1,1.0
search_agent,squad_q_25,Who won Super Bowl 50?,one-hop,SQuAD,Denver Broncos,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5418433574367836,1,1,1.0
search_agent,hotpot_q_24,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice?",multi-hop,HotpotQA,Badly Drawn Boy,"""Something to Talk About"" is a song by British musical artist Badly Drawn Boy from About a Boy. It was released as a single on 30 July 2002. It peaked at number 28 on the UK Singles Chart. Damon Michael Gough (born 2 October 1969, in Dunstable, Bedfordshire), known by the stage name Badly Drawn Boy,",Something to Talk About (Badly Drawn Boy song),0.3028027492127869,1,1,1.0
search_agent,squad_q_50,Who was the Most Valuable Player for the 2015 NFL season?,one-hop,SQuAD,Cam Newton,"The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The",Super_Bowl_50,0.2229357571723567,1,1,1.0
search_agent,squad_q_15,"If Roman numerals were used, what would Super Bowl 50 have been called?",one-hop,SQuAD,Super Bowl L,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.529357146713342,0,1,0.5
search_agent,hotpot_q_16,Brown State Fishing Lake is in a country that has a population of how many inhabitants ?,multi-hop,HotpotQA,"9,984","Brown State Fishing Lake (sometimes also known as Brown State Fishing Lake And Wildlife Area) is a protected area in Brown County, Kansas in the United States. The lake is 62 acres (0.25 km²) in area and up to 13 feet (4 m) deep. The area was formerly known as Brown County State Park, and is 8 miles",Brown State Fishing Lake,0.6330204831868806,0,0,0.0
search_agent,hotpot_q_28,"Are both Dictyosperma, and Huernia described as a genus?",multi-hop,HotpotQA,yes,"Dictyosperma is a monotypic genus of flowering plant in the palm family found in the Mascarene Islands in the Indian Ocean (Mauritius, Réunion and Rodrigues). The sole species, Dictyosperma album, is widely cultivated in the tropics but has been farmed to near extinction in its native habitat. It is",Dictyosperma,0.3445349050830644,0,0,0.0
search_agent,hotpot_q_47,Who is the writer of this song that was inspired by words on a tombstone and was the first track on the box set Back to Mono?,multi-hop,HotpotQA,Phil Spector,"Mono Masters is a compilation album by the Beatles, and is an alternate, all-mono version of the album ""Past Masters"". ""Mono Masters"" was originally a two-CD set included as part of ""The Beatles in Mono"" box set. The premise of this box set was to compile only Beatles material which was released or ",Mono Masters,0.31904212436083856,0,0,0.0
search_agent,squad_q_41,What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?,one-hop,SQuAD,15–1,"The 2013–14 Vermont Catamounts men's basketball team represented the University of Vermont during the 2013–14 NCAA Division I men's basketball season. The Catamounts, led by third year head coach John Becker, played their home games at Patrick Gym and were members of the America East Conference. The",2013–14 Vermont Catamounts men's basketball team,0.19152451152633157,0,1,0.5
search_agent,hotpot_q_44,The battle in which Giuseppe Arimondi lost his life secured what for Ethiopia?,multi-hop,HotpotQA,sovereignty,"Ethiopia–Japan relations are the international relations between Ethiopia and Japan. Both were nations with an ancient history which successfully repulsed European military advances to dominate them, Ethiopia at the Battle of Adwa, and Japan at the Battle of Tsushima, and as a result both nations co",Ethiopia–Japan relations,0.25146728590829664,0,1,0.5
search_agent,squad_q_45,Which team did not get a chance to defend their Super Bowl XLIX win in Super Bowl 50?,one-hop,SQuAD,New England Patriots,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5017616117937082,0,1,0.5
search_agent,hotpot_q_6,2014 S/S is the debut album of a South Korean boy group that was formed by who?,multi-hop,HotpotQA,YG Entertainment,"2014 S/S is the debut album of South Korean group WINNER. It was released on August 12, 2014 by the group's record label, YG Entertainment. The members were credited for writing the lyrics and composing the majority of the album's songs. This is the discography of South Korean boy group Seventeen. S",2014 S/S,0.5206298680967147,1,1,1.0
search_agent,hotpot_q_27,"The 2011–12 VCU Rams men's basketball team, led by third year head coach Shaka Smart, represented Virginia Commonwealth University which was founded in what year?",multi-hop,HotpotQA,1838,"The 2011–12 VCU Rams men's basketball team represented Virginia Commonwealth University during the 2011–12 NCAA Division I men's basketball season. It was the 44th season of the University fielding a men's basketball program. Led by third-year head coach Shaka Smart, the Rams were coming off a seaso",2011–12 VCU Rams men's basketball team,0.5533570353467457,0,0,0.0
search_agent,squad_q_14,What city did Super Bowl 50 take place in?,one-hop,SQuAD,Santa Clara,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.5204299331584047,0,1,0.5
search_agent,squad_q_5,What color was used to emphasize the 50th anniversary of the Super Bowl?,one-hop,SQuAD,gold,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B,Super_Bowl_50,0.43183608122215145,0,1,0.5
